attribute_name,attribute_id,attribute_path,bedes_content_uuid,bedes_term,bedes_category,bedes_definition,bedes_url,distance
BurnerControlType,,,,,,,,
IgnitionType,748,Audits.Audit.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.HeatingSource.HeatingSourceType.Furnace.IgnitionType,9e174aa2-440e-4b91-93ae-7c36934c08ea,Ignition Type,HVAC,Ignition mechanism in gas heating equipment. Either pilot light or an intermittent ignition device (IID),https://bedes.lbl.gov/node/9e174aa2-440e-4b91-93ae-7c36934c08ea,0.9846153846153847
DraftType,1308,Audits.Audit.Systems.DomesticHotWaterSystems.DomesticHotWaterSystem.DomesticHotWaterType.Instantaneous.InstantaneousWaterHeatingSource.Combustion.DraftType,b2bc8a23-9a79-4a91-9903-4e0a495595b8,Draft Type,HVAC,"Draft mechanism used for drawing air through a boiler, furnace, or water heater.",https://bedes.lbl.gov/node/b2bc8a23-9a79-4a91-9903-4e0a495595b8,0.98
HeatingStaging,771,Audits.Audit.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.HeatingSource.HeatingStaging,f2e049ee-f34a-40ab-9776-fabcbad9c3f9,Heating Staging,HVAC,"The method of heating staging used by the unit. Select ÒSingle StageÓ for units with single stage (on/off) control. Select ÒMultiple, Discrete StagesÓ for units with multiple discrete stages (low-fire / high-fire). Select ÒModulatingÓ for units which contain modulating burners.",https://bedes.lbl.gov/node/f2e049ee-f34a-40ab-9776-fabcbad9c3f9,0.9866666666666667
CapacityUnits,2333,Audits.Audit.Systems.OnSiteStorageTransmissionGenerationSystems.OnSiteStorageTransmissionGenerationSystem.CapacityUnits,785ea29e-0f5b-404a-aa9c-6e7dc667bf7a,Capacity,Global Terms,The capacity value associated with Capacity Qualifier.,https://bedes.lbl.gov/node/785ea29e-0f5b-404a-aa9c-6e7dc667bf7a,0.9230769230769231
Priority,1083,Audits.Audit.Systems.HVACSystems.HVACSystem.Priority,40627ae4-b6d5-455f-a7d0-b9a7d3c50e9e,Priority,Global Terms,"Order of priority, for example: configuration of equipment, or priority of contact information.",https://bedes.lbl.gov/node/40627ae4-b6d5-455f-a7d0-b9a7d3c50e9e,1.0
AnnualHeatingEfficiencyUnit,,,,,,,,
ThirdPartyCertification,,,,,,,,
Quantity,2541,Audits.Audit.Systems.WaterUses.WaterUse.Quantity,aebf37a3-692f-4129-a659-ddd8ebaed422,Quantity,Global Terms,"The number of systems described by this specification, i.e. the multiplier that renders the total conditions on the premises.",https://bedes.lbl.gov/node/aebf37a3-692f-4129-a659-ddd8ebaed422,1.0
DistrictHeating,,,,,,,,
DistrictHeatingType,,,,,,,,
SolarThermal,,,,,,,,
OtherCombination,,,,,,,,
NoHeating,,,,,,,,
Unknown,,,,,,,,
CoolingPlant,,,,,,,,
CoolingPlantCondition,,,,,,,,
Chiller,,,,,,,,
ChillerType,,,,,,,,
ChillerCompressorDriver,662,Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CoolingPlant.Chiller.ChillerCompressorDriver,e802e887-e904-4c69-b28e-3cb479c3186a,Chiller Compressor Driver,HVAC,Vehicle for driving the compressor used in a chiller,https://bedes.lbl.gov/node/e802e887-e904-4c69-b28e-3cb479c3186a,0.984
ChillerCompressorType,663,Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CoolingPlant.Chiller.ChillerCompressorType,0ffe20cd-2ff0-4663-a55a-911e566c8bdf,Chiller Compressor Type,HVAC,Type of compressor in the chiller.,https://bedes.lbl.gov/node/0ffe20cd-2ff0-4663-a55a-911e566c8bdf,0.9826086956521739
NumberOfDiscreteCoolingStages,801,Audits.Audit.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.CoolingSource.NumberOfDiscreteCoolingStages,16831018-184b-4ab6-ba2d-9173d645b619,Number Of Discrete Cooling Stages,HVAC,"The number of discrete operating stages, excluding ""off.""",https://bedes.lbl.gov/node/16831018-184b-4ab6-ba2d-9173d645b619,0.9757575757575758
CoolingStageCapacity,802,Audits.Audit.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.CoolingSource.CoolingStageCapacity,444e728e-4068-4fa2-8fda-b62141a67ebb,Cooling Stage Capacity,HVAC,"Average capacity of each cooling stage, at ARI rated conditions, expressed as a fraction of total capacity",https://bedes.lbl.gov/node/444e728e-4068-4fa2-8fda-b62141a67ebb,0.9818181818181818
CondenserPlantID,,,,,,,,
RefrigerantChargeFactor,790,Audits.Audit.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.CoolingSource.CoolingSourceType.DX.RefrigerantChargeFactor,4ac8e086-ae06-44fa-8d79-d885cb7ff40d,Refrigerant Charge Factor,HVAC,Used to adjust cooling efficiency for assumed slightly degraded performance if refrigerant charge is not verified through acceptance test procedures,https://bedes.lbl.gov/node/4ac8e086-ae06-44fa-8d79-d885cb7ff40d,0.984
AbsorptionHeatSource,668,Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CoolingPlant.Chiller.AbsorptionHeatSource,6cd952c7-117d-4a94-875e-ff77d7920db4,Absorption Heat Source,HVAC,Source of heating energy for regeneration,https://bedes.lbl.gov/node/6cd952c7-117d-4a94-875e-ff77d7920db4,0.9818181818181818
AbsorptionStages,669,Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CoolingPlant.Chiller.AbsorptionStages,51875d3d-f36d-4d70-bdf9-058745bfa0f1,Absorption Stages,HVAC,Number of stages in regeneration process,https://bedes.lbl.gov/node/51875d3d-f36d-4d70-bdf9-058745bfa0f1,0.9882352941176471
AnnualCoolingEfficiencyValue,,,,,,,,
MinimumPartLoadRatio,803,Audits.Audit.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.CoolingSource.MinimumPartLoadRatio,c660688f-f159-4792-a727-da9205af43cf,Minimum Part Load Ratio,HVAC,The minimum part load ratio at which the equipment is able to operate (0-1).,https://bedes.lbl.gov/node/c660688f-f159-4792-a727-da9205af43cf,0.9739130434782608
RatedCoolingSensibleHeatRatio,,,,,,,,
PartLoadRatioBelowWhichHotGasBypassOperates,673,Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CoolingPlant.Chiller.PartLoadRatioBelowWhichHotGasBypassOperates,24c3ce31-337b-41ad-ab5b-75eac9d03672,Part Load Ratio Below Which Hot Gas Bypass Operates,HVAC,The part load ratio of a chiller below which hot gas bypass (HGBP) operates.,https://bedes.lbl.gov/node/24c3ce31-337b-41ad-ab5b-75eac9d03672,0.9686274509803922
ChilledWaterResetControl,,,,,,,,
ChilledWaterSupplyTemperature,,,,,,,,
ActiveDehumidification,791,Audits.Audit.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.CoolingSource.CoolingSourceType.DX.ActiveDehumidification,21e2d836-1633-4c01-a0de-71b8dc4b3ab5,Active Dehumidification,HVAC,Availability of an active dehumidification system (in addition to the dehumidification that takes place during normal DX cooling operation).,https://bedes.lbl.gov/node/21e2d836-1633-4c01-a0de-71b8dc4b3ab5,0.9913043478260869
CompressorStaging,792,Audits.Audit.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.CoolingSource.CoolingSourceType.DX.CompressorStaging,8db00da0-baad-4605-bacd-1457e8838e54,Compressor Staging,HVAC,"The compressor staging for the unit. Select ""Single Stage"" for units with single stage (on/off) control. Select ""Multiple, Discrete Stages"" for units with multiple compressors, discrete unloading stages, or compressors with stepped speed motors that are controlled to operate at discrete stages. Select ""Variable"" for compressors that operate at variable speeds or with modulating unloading.",https://bedes.lbl.gov/node/8db00da0-baad-4605-bacd-1457e8838e54,0.9888888888888889
Refrigerant,1482,Audits.Audit.Systems.RefrigerationSystems.RefrigerationSystem.RefrigerationSystemCategory.CentralRefrigerationSystem.Refrigerant,8eccedba-beab-4932-99bb-90e3ab213c2f,Refrigerant,HVAC,The type of refrigerant used in the heat pump,https://bedes.lbl.gov/node/8eccedba-beab-4932-99bb-90e3ab213c2f,1.0
AnnualCoolingEfficiencyUnits,,,,,,,,
Capacity,2332,Audits.Audit.Systems.OnSiteStorageTransmissionGenerationSystems.OnSiteStorageTransmissionGenerationSystem.Capacity,785ea29e-0f5b-404a-aa9c-6e7dc667bf7a,Capacity,Global Terms,The capacity value associated with Capacity Qualifier.,https://bedes.lbl.gov/node/785ea29e-0f5b-404a-aa9c-6e7dc667bf7a,1.0
DistrictChilledWater,,,,,,,,
NoCooling,,,,,,,,
CondenserPlant,,,,,,,,
CondenserPlantCondition,,,,,,,,
AirCooled,,,,,,,,
EvaporativelyCooledCondenser,698,Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CondenserPlant.AirCooled.EvaporativelyCooledCondenser,be5bcfb0-235e-4e7f-9858-2fb5a49b62c0,Evaporatively Cooled Condenser,HVAC,Availability of evaporative cooling to enhance heat rejection from the condenser coils.,https://bedes.lbl.gov/node/be5bcfb0-235e-4e7f-9858-2fb5a49b62c0,0.9866666666666667
EvaporativelyCooledCondenserMinimumTemperature,699,Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CondenserPlant.AirCooled.EvaporativelyCooledCondenser.EvaporativelyCooledCondenserMinimumTemperature,be5bcfb0-235e-4e7f-9858-2fb5a49b62c0,Evaporatively Cooled Condenser,HVAC,Availability of evaporative cooling to enhance heat rejection from the condenser coils.,https://bedes.lbl.gov/node/be5bcfb0-235e-4e7f-9858-2fb5a49b62c0,0.9084057971014493
EvaporativelyCooledCondenserMaximumTemperature,700,Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CondenserPlant.AirCooled.EvaporativelyCooledCondenser.EvaporativelyCooledCondenserMaximumTemperature,be5bcfb0-235e-4e7f-9858-2fb5a49b62c0,Evaporatively Cooled Condenser,HVAC,Availability of evaporative cooling to enhance heat rejection from the condenser coils.,https://bedes.lbl.gov/node/be5bcfb0-235e-4e7f-9858-2fb5a49b62c0,0.9084057971014493
CondenserFanSpeedOperation,701,Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CondenserPlant.AirCooled.CondenserFanSpeedOperation,ff823834-5f6d-4f63-a125-155f8c378f57,Condenser Fan Speed Operation,HVAC,"The condenser fan control option used by the unit. If the unit has several constant-speed condenser fans that stage on in conjunction with multiple compressors, this should be set to ÒStepped Speed.Ó",https://bedes.lbl.gov/node/ff823834-5f6d-4f63-a125-155f8c378f57,0.9793103448275863
CondensingTemperature,,,,,,,,
SplitCondenser,,,,,,,,
DesignAmbientTemperature,,,,,,,,
DesignTemperatureDifference,,,,,,,,
WaterCooled,,,,,,,,
WaterCooledCondenserType,,,,,,,,
CondenserWaterTemperature,,,,,,,,
WaterSideEconomizer,723,Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CondenserPlant.GroundSource.WaterSideEconomizer,0ba74d5f-c905-4f63-b903-59698d446d3c,Water Side Economizer,HVAC,Presence of water-side economizer to provide free cooling.,https://bedes.lbl.gov/node/0ba74d5f-c905-4f63-b903-59698d446d3c,0.9809523809523809
WaterSideEconomizerTemperatureMaximum,,,,,,,,
WaterSideEconomizerDBTemperatureMaximum,,,,,,,,
WaterSideEconomizerType,727,Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CondenserPlant.GroundSource.WaterSideEconomizer.WaterSideEconomizerType,66411117-22b1-4f3d-b7af-2725efeefa9a,Water Side Economizer Type,HVAC,Type of waterside economizer providing free cooling.,https://bedes.lbl.gov/node/66411117-22b1-4f3d-b7af-2725efeefa9a,0.9769230769230769
CoolingTowerFanControl,,,,,,,,
CoolingTowerTemperatureControl,,,,,,,,
CoolingTowerCellControl,,,,,,,,
CellCount,717,Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CondenserPlant.WaterCooled.CellCount,3fbcc17d-60cb-4d2a-8d0e-ab9090288ecc,Cell Count,HVAC,"The number of cells in the cooling tower. Each cell has its own fan, water flow allowing for responding to lower load conditions",https://bedes.lbl.gov/node/3fbcc17d-60cb-4d2a-8d0e-ab9090288ecc,0.98
WaterCooledCondenserFlowControl,,,,,,,,
GroundSource,,,,,,,,
GroundSourceType,,,,,,,,
WaterSideEconomizerTemperatureSetpoint,,,,,,,,
WellCount,,,,,,,,
GlycolCooledDryCooler,,,,,,,,
HeatingAndCoolingSystems,,,,,,,,
ZoningSystemType,735,Audits.Audit.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.ZoningSystemType,366ab670-97c8-41d7-84cc-a1df5d7e4dcc,Zoning System Type,HVAC,Identifies whether a system is single or multi-zone.,https://bedes.lbl.gov/node/366ab670-97c8-41d7-84cc-a1df5d7e4dcc,0.9777777777777777
HeatingSource,,,,,,,,
HeatingSourceType,,,,,,,,
SourceHeatingPlantID,,,,,,,,
Furnace,,,,,,,,
FurnaceType,,,,,,,,
HeatPump,,,,,,,,
HeatPumpType,,,,,,,,
HeatPumpBackupHeatingSwitchoverTemperature,753,Audits.Audit.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.HeatingSource.HeatingSourceType.HeatPump.HeatPumpBackupHeatingSwitchoverTemperature,4d5857d4-012a-449a-b958-e391480f33c2,Heat Pump Backup Heating Switchover Temperature,HVAC,Minimum outside temperature at which the heat pump can operate,https://bedes.lbl.gov/node/4d5857d4-012a-449a-b958-e391480f33c2,0.9787234042553191
HeatPumpBackupSystemFuel,754,Audits.Audit.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.HeatingSource.HeatingSourceType.HeatPump.HeatPumpBackupSystemFuel,d117694f-e524-4bbe-947a-3079a7ae4ece,Heat Pump Backup System Fuel,HVAC,Backup fuel used by the heat pump,https://bedes.lbl.gov/node/d117694f-e524-4bbe-947a-3079a7ae4ece,0.9714285714285714
HeatPumpBackupAFUE,755,Audits.Audit.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.HeatingSource.HeatingSourceType.HeatPump.HeatPumpBackupAFUE,f86d97ca-2b42-4d1f-86e4-fe300de9c9e2,Heat Pump Backup AFUE,HVAC,Annual Fuel Utilization Efficiency of backup system for heat pump,https://bedes.lbl.gov/node/f86d97ca-2b42-4d1f-86e4-fe300de9c9e2,0.9714285714285714
CoolingSourceID,,,,,,,,
LinkedHeatingPlantID,,,,,,,,
HeatingMedium,762,Audits.Audit.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.HeatingSource.HeatingMedium,e635f3a0-06d1-4653-a058-8a5a75fae04d,Heating Medium,HVAC,Medium used to transport heat from a central heating system to individual zones.,https://bedes.lbl.gov/node/e635f3a0-06d1-4653-a058-8a5a75fae04d,0.9857142857142858
HeatingSourceCondition,,,,,,,,
PrimaryFuel,,,,,,,,
ControlTechnology,2480,Audits.Audit.Systems.WaterUses.WaterUse.ControlTechnology,9f25b506-119d-4216-950e-8c2530512ce9,Control Technology,Controls and Operations,Technological device that enables control of the system.,https://bedes.lbl.gov/node/9f25b506-119d-4216-950e-8c2530512ce9,0.9888888888888889
YearInstalled,,,,,,,,
YearofManufacture,2482,Audits.Audit.Systems.WaterUses.WaterUse.YearofManufacture,935c6bff-fc4f-4fed-a9d2-59bfd70268df,Year of Manufacture,Global Terms,Year the product was produced and labeled by the manufacturer.,https://bedes.lbl.gov/node/935c6bff-fc4f-4fed-a9d2-59bfd70268df,0.9789473684210527
Manufacturer,2483,Audits.Audit.Systems.WaterUses.WaterUse.Manufacturer,b5eee59c-938f-4ad2-b987-4ec1b620f757,Manufacturer,Global Terms,Manufacturer of the product.,https://bedes.lbl.gov/node/b5eee59c-938f-4ad2-b987-4ec1b620f757,1.0
ModelNumber,2484,Audits.Audit.Systems.WaterUses.WaterUse.ModelNumber,77ad671a-e05f-4700-81aa-cc6d4c43a26a,Model Number,Global Terms,Model or catalogue number that can be used to identify more detailed component or asset characteristics.,https://bedes.lbl.gov/node/77ad671a-e05f-4700-81aa-cc6d4c43a26a,0.9833333333333333
CoolingSource,,,,,,,,
CoolingSourceType,,,,,,,,
CoolingPlantID,,,,,,,,
DX,,,,,,,,
DXSystemType,,,,,,,,
CompressorType,,,,,,,,
EvaporativeCooler,794,Audits.Audit.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.CoolingSource.CoolingSourceType.EvaporativeCooler,3dd0a7d4-96b4-436c-865c-e79fa1796545,Evaporative Cooling Type,HVAC,Defines the type of evaporative cooler operation,https://bedes.lbl.gov/node/3dd0a7d4-96b4-436c-865c-e79fa1796545,0.9215686274509804
EvaporativeCoolingType,795,Audits.Audit.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.CoolingSource.CoolingSourceType.EvaporativeCooler.EvaporativeCoolingType,3dd0a7d4-96b4-436c-865c-e79fa1796545,Evaporative Cooling Type,HVAC,Defines the type of evaporative cooler operation,https://bedes.lbl.gov/node/3dd0a7d4-96b4-436c-865c-e79fa1796545,0.9833333333333333
CoolingMedium,799,Audits.Audit.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.CoolingSource.CoolingMedium,b35e4ad5-0570-4fbb-9b69-731ae3f4c289,Cooling Medium,HVAC,Medium used to transport cooling energy from a central cooling system to individual zones.,https://bedes.lbl.gov/node/b35e4ad5-0570-4fbb-9b69-731ae3f4c289,0.9857142857142858
CoolingSourceCondition,,,,,,,,
Delivery,,,,,,,,
DeliveryType,,,,,,,,
FanBased,,,,,,,,
FanBasedDistributionType,,,,,,,,
CentralAirDistribution,,,,,,,,
AirDeliveryType,,,,,,,,
TerminalUnit,,,,,,,,
ReheatSource,828,Audits.Audit.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.Delivery.DeliveryType.FanBased.FanBasedDistributionType.CentralAirDistribution.ReheatSource,87b5e652-6cae-4314-971d-2144b82ac33f,Reheat Source,HVAC,Energy source used to provide reheat energy at a terminal unit.,https://bedes.lbl.gov/node/87b5e652-6cae-4314-971d-2144b82ac33f,0.9846153846153847
ReheatControlMethod,,,,,,,,
ReheatPlantID,,,,,,,,
FanCoil,,,,,,,,
FanCoilType,,,,,,,,
HVACPipeConfiguration,,,,,,,,
PipeInsulationThickness,1318,Audits.Audit.Systems.DomesticHotWaterSystems.DomesticHotWaterSystem.Recirculation.PipeInsulationThickness,f158e59b-92dc-493d-be8c-a3bae50a1675,Pipe Insulation Thickness,HVAC,"Defines how thick insulation on pipes in a heating, cooling, water heating system is.",https://bedes.lbl.gov/node/f158e59b-92dc-493d-be8c-a3bae50a1675,0.984
PipeLocation,1319,Audits.Audit.Systems.DomesticHotWaterSystems.DomesticHotWaterSystem.Recirculation.PipeLocation,b6bad878-afc9-4568-bab1-000bdfb9032c,Pipe Location,HVAC,% of pipe length in conditioned space (0-1),https://bedes.lbl.gov/node/b6bad878-afc9-4568-bab1-000bdfb9032c,0.9846153846153847
AirSideEconomizer,836,Audits.Audit.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.Delivery.DeliveryType.FanBased.AirSideEconomizer,d0ceb18c-2473-4e34-94d6-18d4336eda71,Air Side Economizer,HVAC,Presence of air-side economizer to provide free cooling.,https://bedes.lbl.gov/node/d0ceb18c-2473-4e34-94d6-18d4336eda71,0.9754385964912281
AirSideEconomizerType,837,Audits.Audit.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.Delivery.DeliveryType.FanBased.AirSideEconomizer.AirSideEconomizerType,f03d4de4-bfc7-41d4-8628-24599712e392,Air Side Economizer Type,HVAC,Type of air economizer system associated with a cooling system.,https://bedes.lbl.gov/node/f03d4de4-bfc7-41d4-8628-24599712e392,0.9708333333333333
EconomizerControl,,,,,,,,
EconomizerDryBulbControlPoint,,,,,,,,
EconomizerEnthalpyControlPoint,,,,,,,,
EconomizerLowTemperatureLockout,,,,,,,,
HeatingSupplyAirTemperatureControl,,,,,,,,
CoolingSupplyAirTemperature,,,,,,,,
CoolingSupplyAirTemperatureControlType,,,,,,,,
OutsideAirResetMaximumHeatingSupplyTemperature,,,,,,,,
OutsideAirResetMinimumHeatingSupplyTemperature,,,,,,,,
OutsideAirTemperatureUpperLimitHeatingResetControl,,,,,,,,
OutsideAirTemperatureLowerLimitHeatingResetControl,,,,,,,,
OutsideAirResetMaximumCoolingSupplyTemperature,,,,,,,,
OutsideAirResetMinimumCoolingSupplyTemperature,,,,,,,,
OutsideAirTemperatureUpperLimitCoolingResetControl,,,,,,,,
OutsideAirTemperatureLowerLimitCoolingResetControl,,,,,,,,
HeatingSupplyAirTemperature,,,,,,,,
SupplyAirTemperatureResetControl,,,,,,,,
StaticPressureResetControl,,,,,,,,
Convection,,,,,,,,
ConvectionType,,,,,,,,
Radiant,,,,,,,,
RadiantType,,,,,,,,
HeatingSourceID,,,,,,,,
DuctSystems,,,,,,,,
DuctConfiguration,879,Audits.Audit.Systems.HVACSystems.HVACSystem.DuctSystems.DuctSystems.DuctConfiguration,3dc02a04-acea-48a1-ac28-5eea3762d38b,Duct Configuration,HVAC,Configuration of ducts.,https://bedes.lbl.gov/node/3dc02a04-acea-48a1-ac28-5eea3762d38b,0.9888888888888889
MinimumOutsideAirPercentage,,,,,,,,
MaximumOAFlowRate,,,,,,,,
DuctInsulationCondition,,,,,,,,
DuctSealing,883,Audits.Audit.Systems.HVACSystems.HVACSystem.DuctSystems.DuctSystems.DuctSealing,8ed38792-f221-4c75-a6e9-e008506f9f1c,Duct Sealing,HVAC,Condition of duct sealing.,https://bedes.lbl.gov/node/8ed38792-f221-4c75-a6e9-e008506f9f1c,0.9833333333333333
DuctInsulationRValue,884,Audits.Audit.Systems.HVACSystems.HVACSystem.DuctSystems.DuctSystems.DuctInsulationRValue,558bdf3e-e217-42b9-a232-248beed79a7c,Duct Insulation R Value,HVAC,R-value of duct insulation.,https://bedes.lbl.gov/node/558bdf3e-e217-42b9-a232-248beed79a7c,0.9739130434782608
DuctSurfaceArea,885,Audits.Audit.Systems.HVACSystems.HVACSystem.DuctSystems.DuctSystems.DuctSurfaceArea,7ca7edef-5560-4a39-ae50-1f6ef6d2ce02,Duct Surface Area,HVAC,Total surface area of ducts associated with this air distribution system.,https://bedes.lbl.gov/node/7ca7edef-5560-4a39-ae50-1f6ef6d2ce02,0.9764705882352941
SupplyDuctPercentConditionedSpace,886,Audits.Audit.Systems.HVACSystems.HVACSystem.DuctSystems.DuctSystems.SupplyDuctPercentConditionedSpace,a396a147-89ce-4e17-ab0a-c7568f945b73,Supply Duct Percent Conditioned Space,HVAC,Percentage of supply duct surface area that is located within conditioned space (0-1).,https://bedes.lbl.gov/node/a396a147-89ce-4e17-ab0a-c7568f945b73,0.9783783783783784
ReturnDuctPercentConditionedSpace,887,Audits.Audit.Systems.HVACSystems.HVACSystem.DuctSystems.DuctSystems.ReturnDuctPercentConditionedSpace,1419c3b8-089a-4119-aaf5-2df1bcc6d3a4,Return Duct Percent Conditioned Space,HVAC,"Percentage of return duct surface area, including the air handler, that is located within conditioned space (0-1).",https://bedes.lbl.gov/node/1419c3b8-089a-4119-aaf5-2df1bcc6d3a4,0.9783783783783784
StaticPressureInstalled,888,Audits.Audit.Systems.HVACSystems.HVACSystem.DuctSystems.DuctSystems.StaticPressureInstalled,3480e7a9-e188-48ff-ab86-acd6463fed10,Static Pressure,HVAC,"The expected or installed internal static pressure of the system at full supply fan speed including all filters, coils, and accessories.",https://bedes.lbl.gov/node/3480e7a9-e188-48ff-ab86-acd6463fed10,0.9084057971014493
DuctType,889,Audits.Audit.Systems.HVACSystems.HVACSystem.DuctSystems.DuctSystems.DuctType,a41b77a8-d6db-4a08-8667-9987ce987c37,Duct Type,HVAC,Type of duct material.,https://bedes.lbl.gov/node/a41b77a8-d6db-4a08-8667-9987ce987c37,0.9777777777777777
DuctLeakageTestMethod,890,Audits.Audit.Systems.HVACSystems.HVACSystem.DuctSystems.DuctSystems.DuctLeakageTestMethod,b48470c5-d5d5-4e26-8e92-df2d0392ba1d,Duct Leakage Test Method,HVAC,Method used to estimate duct leakage,https://bedes.lbl.gov/node/b48470c5-d5d5-4e26-8e92-df2d0392ba1d,0.975
DuctPressureTestLeakageRate,891,Audits.Audit.Systems.HVACSystems.HVACSystem.DuctSystems.DuctSystems.DuctPressureTestLeakageRate,78c1ec5e-a1e8-4e76-a259-d105fb7e582b,Duct Pressure Test Leakage Rate,HVAC,Duct leakage found from pressure test. Reported in cubic feet per minute.,https://bedes.lbl.gov/node/78c1ec5e-a1e8-4e76-a259-d105fb7e582b,0.9741935483870968
SupplyFractionOfDuctLeakage,892,Audits.Audit.Systems.HVACSystems.HVACSystem.DuctSystems.DuctSystems.SupplyFractionOfDuctLeakage,57df976a-7723-461a-9094-5eb89d9389a5,Supply Fraction Of Duct Leakage,HVAC,Fraction of total duct leakage that is on the supply side. Remainder is assumed to be on the return side (0-1).,https://bedes.lbl.gov/node/57df976a-7723-461a-9094-5eb89d9389a5,0.9741935483870968
DuctPressureTestLeakagePercentage,893,Audits.Audit.Systems.HVACSystems.HVACSystem.DuctSystems.DuctSystems.DuctPressureTestLeakagePercentage,adb13911-181f-4dd6-9585-6db754ddcbad,Duct Pressure Test Leakage Percentage,HVAC,Duct leakage found from pressure test. Reported as a percentage. [%],https://bedes.lbl.gov/node/adb13911-181f-4dd6-9585-6db754ddcbad,0.9783783783783784
HeatingDeliveryID,894,Audits.Audit.Systems.HVACSystems.HVACSystem.DuctSystems.DuctSystems.HeatingDeliveryID,449464b3-25da-4a2a-beec-e7ab69aaf9cd,Heating Delivery Type,HVAC,Method for delivering and or distributing heat to the building or Space Function. May be multiple delivery methods for each plant.,https://bedes.lbl.gov/node/449464b3-25da-4a2a-beec-e7ab69aaf9cd,0.919327731092437
CoolingDeliveryID,895,Audits.Audit.Systems.HVACSystems.HVACSystem.DuctSystems.DuctSystems.CoolingDeliveryID,cb7a9b45-2100-4c6c-9d18-97bfdbc8e477,Cooling Delivery Type,HVAC,Method of delivering cooling to the zone.,https://bedes.lbl.gov/node/cb7a9b45-2100-4c6c-9d18-97bfdbc8e477,0.919327731092437
Location,2485,Audits.Audit.Systems.WaterUses.WaterUse.Location,f1f0585d-19da-47e1-824f-6e109fb136c8,Location,Global Terms,"Spatial location or installation location. This can apply to systems, opaque surfaces, etc. The Conditioning Status can be used with location for a finer grained description, such as Conditioned Basement. Illustrations will be added when the BEDES website is developed. Additional locations include the Occupancy Classification constrained list.",https://bedes.lbl.gov/node/f1f0585d-19da-47e1-824f-6e109fb136c8,1.0
LinkedPremises,,,,,,,,
LinkedSiteID,,,,,,,,
LinkedScheduleID,,,,,,,,
LinkedFacilityID,,,,,,,,
LinkedSubsectionID,,,,,,,,
LinkedThermalZoneID,,,,,,,,
LinkedSpaceID,,,,,,,,
OtherHVACSystems,,,,,,,,
OtherHVACSystem,,,,,,,,
OtherHVACType,959,Audits.Audit.Systems.HVACSystems.HVACSystem.OtherHVACSystems.OtherHVACSystem.OtherHVACType,09d22d38-ffbc-494d-84ea-8eab196c579e,Other HVAC Type,HVAC,"Type of space conditioning equipment that is not classified as heating, cooling, or air-distribution. This category includes ventilation, dehumidification, humidification, and air cleaning systems.",https://bedes.lbl.gov/node/09d22d38-ffbc-494d-84ea-8eab196c579e,0.9733333333333334
Humidifier,,,,,,,,
HumidificationType,961,Audits.Audit.Systems.HVACSystems.HVACSystem.OtherHVACSystems.OtherHVACSystem.OtherHVACType.Humidifier.HumidificationType,7e26df76-1ac3-4cee-9582-677f9cc0fa81,Humidification Type,HVAC,Humidification type in air-distribution system.,https://bedes.lbl.gov/node/7e26df76-1ac3-4cee-9582-677f9cc0fa81,0.9894736842105263
HumidityControlMinimum,,,,,,,,
DutyCycle,2170,Audits.Audit.Systems.ProcessLoads.ProcessLoad.DutyCycle,23f54b10-6508-4e19-a5ee-ed3d652f829a,Duty Cycle,Global Terms,Percent of time the system operates.,https://bedes.lbl.gov/node/23f54b10-6508-4e19-a5ee-ed3d652f829a,0.98
