Split DX air conditioner,98113,Split DX air conditioner,1.0
Packaged terminal air conditioner (PTAC),98114,Packaged terminal air conditioner,0.9650000000000001
Split heat pump,98115,Split heat pump,1.0
Packaged terminal heat pump (PTHP),98116,Packaged terminal heat pump,0.9588235294117646
Variable refrigerant flow,98117,Variable refrigerant flow,1.0
Packaged/unitary direct expansion/RTU,98118,Packaged unitary direct expansion RTU,0.9383783783783785
Packaged/unitary heat pump,98119,Packaged unitary heat pump,0.9366153846153846
Single package vertical air conditioner,98120,Single package vertical air conditioner,1.0
Single package vertical heat pump,98121,Single package vertical heat pump,1.0
Direct,102808,Direct,1.0
Direct indirect,98156,Direct indirect,1.0
Indirect,102809,Indirect,1.0
Chilled water,98159,Chilled water,1.0
Central fan,98210,Central plant,0.9356643356643356
Induction units,98211,Induction units,1.0
Low pressure under floor,98212,Low pressure under floor,1.0
Local fan,98213,Local fan,1.0
CAV terminal box with reheat,98216,CAV terminal box with reheat,1.0
VAV terminal box fan powered no reheat,98217,VAV terminal box fan powered no reheat,1.0
VAV terminal box fan powered with reheat,98218,VAV terminal box fan powered with reheat,1.0
VAV terminal box not fan powered no reheat,98219,VAV terminal box not fan powered no reheat,1.0
VAV terminal box not fan powered with reheat,98220,VAV terminal box not fan powered with reheat,1.0
Automatically controlled register,,,
Manually controlled register,,,
Uncontrolled register,,,
Heating plant,98226,Heating plant,1.0
Local electric resistance,98227,Local electric resistance,1.0
Local gas,98228,Local gas,1.0
Dual Maximum,,,
Single Maximum,,,
Mini-split,98235,Mini split,0.96
Multi-split,98236,Multi split,0.9636363636363636
Terminal reheat,98237,Terminal reheat,1.0
Fan coil 2 pipe,98238,Fan coil 2 pipe,1.0
Fan coil 4 pipe,98239,Fan coil 4 pipe,1.0
VRF terminal units,98240,VRF terminal units,1.0
1 pipe,98243,1 pipe,1.0
2 pipe,98244,2 pipe,1.0
3 pipe,98245,3 pipe,1.0
4 pipe,98246,4 pipe,1.0
Dry bulb temperature,98249,Dry bulb temperature,1.0
Enthalpy,98250,Enthalpy,1.0
Demand controlled ventilation,98251,Demand controlled ventilation,1.0
Nonintegrated,98252,Nonintegrated,1.0
Fixed,98660,Fixed,1.0
Differential,98256,Differential,1.0
Coldest Reset,98259,Coldest reset,0.9692307692307692
Outside Air Reset,98267,Outside air reset,0.9529411764705882
Scheduled,98662,Scheduled,1.0
Staged Setpoint,98263,Staged setpoint,0.9733333333333334
Warmest Reset,98269,Warmest reset,0.9692307692307692
Perimeter baseboard,98272,Perimeter baseboard,1.0
Chilled beam,98273,Chilled beam,1.0
Radiator,98276,Radiator,1.0
Radiant floor or ceiling,98277,Radiant floor or ceiling,1.0
Single,98320,Single,1.0
Dual,98321,Dual,1.0
Three,98322,Three,1.0
Ductless,98323,Ductless,1.0
Connections sealed with mastic,98326,Connections sealed with mastic,1.0
No observable leaks,98327,No observable leaks,1.0
Some observable leaks,98328,Some observable leaks,1.0
Significant leaks,98329,Significant leaks,1.0
Catastrophic leaks,98330,Catastrophic leaks,1.0
Flex uncategorized,,,
Grey flex,98333,Grey flex,1.0
Mylar flex,98334,Mylar flex,1.0
Duct board,98335,Duct board,1.0
Sheet metal,100622,Sheet metal,1.0
Galvanized,98337,Galvanized,1.0
Flexible,98338,Flexible,1.0
Fiberboard,98339,Fiberboard,1.0
No ducting,98340,No ducting,1.0
Duct leakage tester,98343,Duct leakage tester,1.0
Blower door subtract,98344,Blower door subtract,1.0
Pressure pan,98345,Pressure pan,1.0
Visual inspection,98346,Visual inspection,1.0
Roof,102314,Roof,1.0
Mechanical Room,101871,Mechanical room,0.9733333333333334
Mechanical Floor,101872,Mechanical room,0.9473809523809523
Interior,101874,Interior,1.0
Exterior,101875,Exterior,1.0
Closet,101876,Closet,1.0
Garage,101877,Garage,1.0
Water Spray,98480,Water spray,0.9636363636363636
Desiccant wheel,98505,Desiccant wheel,1.0
Liquid desiccant,98506,Liquid desiccant,1.0
Exhaust only,98562,Exhaust only,1.0
Supply only,98563,Supply only,1.0
Dedicated outdoor air system,,,
Heat recovery ventilator,98565,Heat recovery ventilator,1.0
Energy recovery ventilator,98566,Energy recovery ventilator,1.0
Average Flow,98569,Average flow,0.9666666666666666
Critical Zone,98570,Critical zone,0.9692307692307692
CO2 Sensors,,,
Occupancy Sensors,99100,Occupancy,0.9058823529411765
Bathroom,102148,Bathroom,1.0
Kitchen hood,98611,Kitchen,0.9166666666666667
Laboratory hood,98612,Laboratory,0.9333333333333333
Air changes per hour,98652,Air changes per hour,1.0
Flow per area,98653,Flow per area,1.0
Flow per person,98654,Flow per person,1.0
Flow per zone,98655,Flow per zone,1.0
Wind and stack open area,98656,Wind and stack open area,1.0
Integrated with central air distribution,,,
Integrated with local air distribution,,,
As needed,98832,As needed,1.0
Daily,98833,Daily,1.0
Weekly,98834,Weekly,1.0
Bi-weekly,98835,Bi weekly,0.9407407407407408
Monthly,98836,Monthly,1.0
Semi-quarterly,98837,Semi quarterly,0.9714285714285714
Quarterly,98838,Quarterly,1.0
Semi-annually,98839,Semi annually,0.9692307692307692
Annually,98840,Annually,1.0
Packaged Terminal Air Conditioner,98842,Packaged terminal air conditioner,0.9636363636363636
Four Pipe Fan Coil Unit,,,
Packaged Terminal Heat Pump,,,
Packaged Rooftop Air Conditioner,,,
Packaged Rooftop Heat Pump,,,
Packaged Rooftop VAV with Hot Water Reheat,,,
Packaged Rooftop VAV with Electric Reheat,,,
VAV with Hot Water Reheat,,,
VAV with Electric Reheat,,,
Warm Air Furnace,,,
Ventilation Only,98852,Ventilation,0.9375
Dedicated Outdoor Air System,,,
Water Loop Heat Pump,,,
Ground Source Heat Pump,,,
Pneumatic,98856,Pneumatic,1.0
Electric,99776,Electric,1.0
A19,98996,A19,1.0
A21,98997,A21,1.0
G16C,98998,G16C,1.0
G25M,98999,G25M,1.0
G40M,99000,G40M,1.0
MR16,99042,MR16,1.0
PAR16,99002,PAR16,1.0
PAR20,99044,PAR20,1.0
PAR30,99045,PAR30,1.0
PAR38,99046,PAR38,1.0
PS-Series,,,
R20,99048,R20,1.0
R30,99008,R30,1.0
R40,99009,R40,1.0
TC,99010,TC,1.0
TM,99011,TM,1.0
Super T8,99014,Super T8,1.0
T12,99015,T12,1.0
T5,99016,T5,1.0
T5HO,99017,T5HO,1.0
T8,99018,T8,1.0
T12U,99019,T12U,1.0
T8U,99020,T8U,1.0
2 ft,,,
4 ft,,,
2D,99027,2D,1.0
A-series,99028,A series,0.9249999999999999
Circline,99029,Circline,1.0
Spiral,99030,Spiral,1.0
Instant start,99063,Instant start,1.0
Rapid start,99064,Rapid start,1.0
Programmed start,99065,Programmed start,1.0
A-shape,,,
BR30,99039,BR30,1.0
BR40,99040,BR40,1.0
MR11,99041,MR11,1.0
MR8,99043,MR8,1.0
Pin Base,99047,Pin base,0.95
Sodium Vapor High Pressure,99051,Sodium vapor high pressure,0.9451505016722407
Sodium Vapor Low Pressure,99052,Sodium vapor low pressure,0.952
Metal Halide,99053,Metal halide,0.9666666666666666
Mercury Vapor,99054,Mercury vapor,0.9692307692307692
Probe start,99057,Probe start,1.0
Pulse start,99058,Pulse start,1.0
LED,99061,LED,1.0
Electromagnetic,99068,Electromagnetic,1.0
Electronic,99069,Electronic,1.0
Integrated,99070,Integrated,1.0
Core and Coil,,,
F-Can,,,
No Ballast,99074,Ballast,0.9
120,,,
208,,,
240,,,
277,,,
347,,,
480,,,
120/277 (dual),,,
120-277 (universal),,,
347-480 (high voltage),,,
Plug-in,99086,Plug in,0.9428571428571428
Recessed,99087,Recessed,1.0
Surface,99088,Surface,1.0
Suspended,99089,Suspended,1.0
Direct-Indirect,99094,Direct indirect,0.9312820512820513
Spotlight,99095,Spotlight,1.0
Floodlighting,99096,Floodlighting,1.0
Omnidirectional,99097,Omnidirectional,1.0
Vacancy Sensors,,,
Astronomical,,,
Chronological,,,
Continuous,100788,Continuous,1.0
Continuous Plus Off,99111,Continuous,0.9052631578947368
Stepped Dimming,99112,Stepped dimming,0.9733333333333334
Stepped Switching,99113,Stepped dimming,0.9011764705882354
Manual Dimming,99118,Manual dimming,0.9714285714285714
Bi-level Control,,,
Tri-level Control,,,
Specular Reflector,99124,Specular reflector,0.930718954248366
Prismatic Reflector,99125,Prismatic reflector,0.9345029239766082
Hot water and space heating,,,
Space heating,99304,Space heating system,0.9299999999999999
Hybrid system,,,
Air direct,,,
Air indirect,,,
Liquid direct,99310,Liquid desiccant,0.917948717948718
Liquid indirect,99311,Liquid desiccant,0.9050641025641025
Passive thermosyphon,99312,Passive thermosyphon,1.0
Single glazing black,99315,Single glazing black,1.0
Single glazing selective,99316,Single glazing selective,1.0
Double glazing black,99317,Double glazing black,1.0
Double glazing selective,99318,Double glazing selective,1.0
Evacuated tube,99319,Evacuated tube,1.0
Integrated collector storage,99320,Integrated collector storage,1.0
Temperature,99349,Temperature,1.0
Demand,102866,Demand,1.0
Looped,99354,Looped,1.0
Distributed,99355,Distributed,1.0
Point-of-use,99356,Point of use,0.9333333333333333
Energy Factor,99359,Energy factor,0.9692307692307692
Thermal Efficiency,,,
Hot top range,99533,Hot top range,1.0
Open burner range,99534,Open burner range,1.0
Wok range,99535,Wok range,1.0
Braising pan,99536,Braising pan,1.0
Underfired broiler,99537,Underfired broiler,1.0
Overfired broiler,99538,Overfired broiler,1.0
Conveyor broiler,99539,Conveyor broiler,1.0
Salamander broiler,99540,Salamander broiler,1.0
Broiler,99541,Broiler,1.0
Microwave oven,99542,Microwave oven,1.0
Toaster,99543,Toaster,1.0
Standard fryer,99544,Standard fryer,1.0
Large vat fryer,99545,Large vat fryer,1.0
Split vat fryer,99546,Split vat fryer,1.0
Convection oven,99547,Convection oven,1.0
Combination oven,99548,Combination oven,1.0
Standard oven,99549,Standard oven,1.0
Conveyor oven,99550,Conveyor oven,1.0
Slow cook-and-hold oven,99551,Slow cook and hold oven,0.9271221532091097
Deck oven,99552,Deck oven,1.0
Mini-Rack oven,99553,Mini rack oven,0.9095238095238095
Rack (Roll-In) oven,,,
Range oven,99555,Range oven,1.0
Rapid cook oven,99556,Rapid cook oven,1.0
Rotisserie oven,99557,Rotisserie oven,1.0
Retherm oven,99558,Retherm oven,1.0
Convection toaster oven,99559,Convection toaster oven,1.0
Steam cooker,99560,Steam cooker,1.0
Steam kettle,99561,Steam kettle,1.0
Drawer warmer,99562,Drawer warmer,1.0
Heated transparent merchandising cabinets,99563,Heated transparent merchandising cabinets,1.0
Cook-and-hold appliance,99564,Cook and hold appliance,0.9271221532091097
Proofing cabinet,99565,Proofing cabinet,1.0
Single-sided griddle,99566,Single sided griddle,0.9484210526315789
Double-sided griddle,99567,Double sided griddle,0.9484210526315789
Griddle,99568,Griddle,1.0
Fry-top griddle,99569,Fry top griddle,0.9355555555555556
Automatic drip filter coffee maker,99570,Automatic drip filter coffee maker,1.0
Single-serve coffee maker,99571,Single serve coffee maker,0.9423333333333334
Espresso machine,99572,Espresso machine,1.0
Refrigerator,99762,Refrigerator,1.0
Freezer,99763,Freezer,1.0
Combination,102587,Combination,1.0
Side-by-side,99767,Side by side,0.9333333333333333
Top and bottom,99768,Top and bottom,1.0
Walk-in,99769,Walk in,0.9428571428571428
Horizontal,99772,Horizontal,1.0
Vertical,99773,Vertical,1.0
Off cycle,99777,Off cycle,1.0
Hot gas,99778,Hot gas,1.0
Reverse cycle,99779,Reverse cycle,1.0
Water,99780,Water,1.0
Cool gas,99781,Cool gas,1.0
Stationary Rack,99925,Stationary rack,0.9733333333333334
Conveyor,99926,Conveyor,1.0
Counter top,99929,Counter top,1.0
Stationary Under Counter,99930,Stationary under counter,0.9393939393939393
Stationary Single Tank Door Type,99931,Stationary single tank door type,0.95
Stationary Pot Pan Utensil,99932,Stationary pot  pan utensil,0.9385977951195342
Stationary glasswashing,99933,Stationary glasswashing,1.0
Single Tank Conveyor,99934,Single tank conveyor,0.96
Multiple Tank Conveyor,99935,Multiple tank conveyor,0.9636363636363636
Single Tank Flight Conveyor,99936,Single tank flight conveyor,0.9222222222222222
Multiple Tank Flight Conveyor,99937,Multiple tank flight conveyor,0.9278514588859417
Top,100118,Top,1.0
Combination All In One Clothes Washer Dryer,100108,Combination all in one clothes washer dryer,0.9063482086737901
Unitized Stacked Washer Dryer Pair,100109,Unitized stacked washer dryer pair,0.9262745098039216
VFD,,,
Multi-Speed,,,
On Demand,100281,On demand,0.9481481481481482
Standby,100282,Standby,1.0
Schedule,100283,Schedule,1.0
Backup,100289,Backup,1.0
Boiler,100292,Boiler,1.0
Chilled Water,100293,Chilled Water,1.0
Domestic Hot Water,102304,Domestic Hot Water,1.0
Solar Hot Water,100295,Solar Hot Water,1.0
Condenser,100296,Condenser,1.0
Cooling Tower,100297,Cooling Tower,1.0
Ground Loop,100298,Ground Loop,1.0
Pool,102324,Pool,1.0
Recirculation,100300,Recirculation,1.0
Process Hot Water,100301,Process Hot Water,1.0
Process Cold Water,100302,Process Cold Water,1.0
Potable Cold Water,100303,Potable Cold Water,1.0
Axial,100337,Axial,1.0
Direct drive,100341,Direct drive,1.0
Standard belt,100342,Standard belt,1.0
Cogged belt,100343,Cogged belt,1.0
Synchronous belts,100344,Synchronous belts,1.0
Supply,100347,Supply,1.0
Return,100348,Return,1.0
Exhaust,100349,Exhaust,1.0
Stepped,100353,Stepped,1.0
Series,100357,Series,1.0
Parallel,100358,Parallel,1.0
Draw Through,100359,Draw through,0.9666666666666666
Blow Through,100360,Blow through,0.9666666666666666
Fan,102310,Fan,1.0
Pump,102309,Pump,1.0
Conveyance,102322,Conveyance,1.0
Plug Load,102320,Plug load,0.9555555555555556
Process Load,102321,Process load,0.9666666666666666
Compressor,100401,Compressor,1.0
Run around coil,100433,Run around coil,1.0
Thermal wheel,100434,Thermal wheel,1.0
Heat pipe,100435,Heat pipe,1.0
Water to air heat exchanger,100436,Water to air heat exchanger,1.0
Water to water heat exchanger,100437,Water to water heat exchanger,1.0
Air to air heat exchanger,100438,Air to air heat exchanger,1.0
Earth to air heat exchanger,100439,Earth to air heat exchanger,1.0
Earth to water heat exchanger,100440,Earth to water heat exchanger,1.0
Wood,100723,Wood,1.0
Masonite,100612,Masonite,1.0
Stone,100613,Stone,1.0
Tile,100808,Tile,1.0
Brick,100658,Brick,1.0
Masonry,100659,Masonry,1.0
Concrete,100657,Concrete,1.0
Fiber cement,100618,Fiber cement,1.0
Metal,100619,Metal,1.0
Metal panel,100620,Metal panel,1.0
Metal panel standing seam,100621,Metal panel standing seam,1.0
EIFS,100623,EIFS,1.0
Shingles asphalt,100624,Shingles asphalt,1.0
Shingles composition,100625,Shingles composition,1.0
Shingles wood,100626,Shingles wood,1.0
Shingles asbestos,100627,Shingles asbestos,1.0
Shingles slate or tile,100628,Shingles slate or tile,1.0
Shakes wood,100629,Shakes wood,1.0
Carpet,100807,Carpet,1.0
Linoleum,100811,Linoleum,1.0
Asphalt or fiberglass,100632,Asphalt or fiberglass,1.0
Plastic rubber synthetic sheeting,100633,Plastic rubber synthetic sheeting,1.0
White,100636,White,1.0
Medium,100638,Medium,1.0
Medium dark,100639,Medium dark,1.0
Dark,100640,Dark,1.0
Reflective,100734,Reflective,1.0
Loose fill,100643,Loose fill,1.0
Batt,100644,Batt,1.0
Spray on,100645,Spray-on,0.95
Rigid,100646,Rigid,1.0
Cavity,100787,Cavity,1.0
Steel,100721,Steel,1.0
Empty,,,
Insulated,100530,Insulated,1.0
Solid,100531,Solid wood,0.9
Not Applicable,,,
Very rough,100534,Very rough,1.0
Rough,100535,Rough,1.0
Medium rough,100536,Medium rough,1.0
Medium smooth,100537,Medium smooth,1.0
Smooth,100538,Smooth,1.0
Very smooth,100539,Very smooth,1.0
Cool roof,100541,Cool roof,1.0
Green roof,100542,Green roof,1.0
Sloped,100606,Sloped,1.0
Greater than 2 to 12,100607,Greater than 2 to 12,1.0
Less than 2 to 12,100608,Less than 2 to 12,1.0
Discrete,100664,Discrete,1.0
Double Hung,,,
Overhang,100676,Overhang,1.0
Fin,100677,Fin,1.0
Awning,100678,Awning,1.0
Solar screen,100701,Solar screen,1.0
Solar film,100700,Solar film,1.0
Louver,100681,Louver,1.0
Screen,100682,Screen,1.0
Deciduous foliage,100683,Deciduous foliage,1.0
Evergreen foliage,100684,Evergreen foliage,1.0
Neighboring building,100685,Neighboring building,1.0
Blind,100689,Blind,1.0
Curtain,100690,Curtain,1.0
Shade,100702,Shade,1.0
All Zones,100695,All zones,0.9555555555555556
Core Only,,,
Curbed Mounted,,,
Solid wood,100705,Solid wood,1.0
Hollow wood,100706,Hollow wood,1.0
Uninsulated metal,100707,Uninsulated metal,1.0
Insulated metal,100708,Insulated metal,1.0
Glass,100709,Glass,1.0
NonSwinging,,,
Swinging,,,
Aluminum uncategorized,100715,Aluminum uncategorized,1.0
Aluminum no thermal break,100716,Aluminum no thermal break,1.0
Aluminum thermal break,100717,Aluminum Thermal break,0.9818181818181818
Clad,100718,Clad,1.0
Composite,100719,Composite,1.0
Fiberglass,100720,Fiberglass,1.0
Vinyl,100810,Vinyl,1.0
Tight,102002,Tight,1.0
Average,102858,Average,1.0
Loose,100728,Loose fill,0.9
Clear uncoated,100730,Clear uncoated,1.0
Low e,100731,Low e,1.0
Tinted,100732,Tinted,1.0
Tinted plus low e,100733,Tinted plus low e,1.0
Reflective on tint,100735,Reflective on tint,1.0
High performance tint,100736,High performance tint,1.0
Sunbelt low E low SHGC,100737,Sunbelt low e low SHGC,0.9818181818181818
Suspended film,100738,Suspended film,1.0
Plastic,100739,Plastic,1.0
Argon,100742,Argon,1.0
Krypton,100743,Krypton,1.0
Other Insulating Gas,,,
Single pane,100748,Single pane,1.0
Double pane,100749,Double pane,1.0
Triple pane,100750,Triple-pane,0.9636363636363636
Single paned with storm panel,100751,Single paned with storm panel,1.0
12 in Horizontal,,,
12 in Vertical,,,
24 in Horizontal,,,
24 in Vertical,,,
36 in Horizontal,,,
36 in Vertical,,,
48 in Horizontal,,,
48 in Vertical,,,
Fully Insulated Slab,,,
Unheated,100804,Unheated,1.0
Semi conditioned,100784,Semi conditioned,1.0
Hardwood,,,
Flashing,100814,Flashing,1.0
Fitting,100815,Fitting,1.0
Building Automation System,100818,Building automation system,0.9442307692307692
Server,100819,Server,1.0
Networking,100820,Networking protocol,0.9052631578947368
Security,100821,Security room,0.9230769230769231
Telephoning,100822,Telephone,0.9232323232323232
UPS,100823,UPS,1.0
Personal Computer,,,
Task Lighting,100976,Task lighting,0.9692307692307692
Printing,100977,Printing room,0.9230769230769231
Cash Register,100978,Cash register,0.9692307692307692
Audio,100979,Audio,1.0
Display,100980,Display,1.0
Set Top Box,100981,Set top box,0.9272727272727274
Business Equipment,,,
Medical Equipment,101134,Medical equipment,0.9389705882352941
Laboratory Equipment,101135,Laboratory equipment,0.9484210526315789
Machinery,101136,Machinery,1.0
Air Compressor,101137,Air compressor,0.9714285714285714
Fume Hood,101138,Fume hood,0.9555555555555556
Appliance,101139,Appliance,1.0
Gaming/Hobby/Leisure,,,
Infrastructure,101141,Infrastructure,1.0
Electric Vehicle Charging,101142,Electric vehicle charging,0.968
Escalator,101294,Escalator,1.0
Elevator,101295,Elevator,1.0
Conveyor Belt,101296,Conveyor belt,0.9692307692307692
Overhead Conveyor,101297,Overhead conveyor,0.9764705882352941
People,101300,People,1.0
Freight,101301,Freight,1.0
Goods,101302,Goods,1.0
Battery,101454,Battery,1.0
Thermal Energy Storage,101455,Thermal energy storage,0.9536363636363636
Pumped-Storage Hydroelectricity,101456,Pumped-storage hydroelectricity,0.9741935483870968
Flywheel,101457,Flywheel,1.0
Ice,101461,Ice,1.0
Pool water,101462,Pool water,1.0
Domestic water,101463,Domestic water,1.0
Molten salt,101464,Molten salt,1.0
Sand,101465,Sand,1.0
Rock,101466,Rock,1.0
Chemical oxides,101467,Chemical oxides,1.0
On grade,101471,On grade,1.0
Building integrated,101472,Building integrated,1.0
Standby generator,101475,Standby generator,1.0
Turbine,101476,Turbine,1.0
Microturbine,101477,Microturbine,1.0
Fuel cell,101478,Fuel cell,1.0
Gasification,101479,Gasification,1.0
Binary Cycle,101480,Binary cycle,0.9484848484848484
Anaerobic biodigester,101481,Anaerobic biodigester,1.0
Hydrokinetic,101482,Hydrokinetic,1.0
Solar parabolic trough,101483,Solar parabolic trough,1.0
Solar power tower,101484,Solar power tower,1.0
Wind,101485,Wind,1.0
AC to AC,101488,AC to AC,1.0
AC to DC,101489,AC to DC,1.0
Low Voltage,101490,Low voltage,0.9636363636363636
No Load,101491,No load,0.9333333333333333
Hot Tub,101665,Hot tub,0.9428571428571428
Olympic,101669,Olympic,1.0
Recreational,101670,Recreational,1.0
Short Course,101671,Short course,0.9666666666666666
Restroom Sink Use,,,
Restroom Toilet/Urinal Water Use,,,
Kitchen Water Use,,,
Shower Facility Water Use,,,
Drinking Fountain Water Use,101827,Drinking fountain,0.9067538126361656
Janitorial Water Use,,,
Laundry Water Use,,,
Indoor Washdown Water Use (if indoor),,,
Outdoor Landscape Water Use,,,
Outdoor Non-Landscape Water Use,,,
Outdoor Washdown Water Use (if outdoor),,,
Cooling Tower Make-up Water Use,,,
Hydronic Loop Make-up Water Use,,,
Evaporative Cooling System Water Use,,,
Pre-Treatment Process Water Use,,,
Captured Rain Water,101838,Captured rainwater,0.9461988304093567
Recycled Greywater,,,
Condensate Recovery,,,
Stormwater Sewer Production,,,
Stormwater Discharge,,,
Potable water,102939,Potable water,1.0
Wastewater,102940,Wastewater,1.0
Greywater,102941,Greywater,1.0
Reclaimed water,102942,Reclaimed water,1.0
Captured rainwater,102943,Captured rainwater,1.0
Alternative water,102944,Alternative water,1.0
Very Tight,102001,Very tight,0.9155555555555556
Leaky,102004,Leaky,1.0
Very Leaky,102005,Very leaky,0.96
CFM25,102007,CFM25,1.0
CFM50,102008,CFM50,1.0
CFM75,102009,CFM75,1.0
CFMnatural,102010,CFMnatural,1.0
ACH50,102011,ACH50,1.0
ACHnatural,102012,ACHnatural,1.0
Effective Leakage Area,102013,Effective Leakage Area,1.0
Blower door,102015,Blower door,1.0
Tracer gas,102016,Tracer gas,1.0
Checklist,102017,Checklist,1.0
Interior ceiling,102140,Interior lighting,0.9111344537815126
Foundation,102317,Fountain,0.9349999999999999
Crawlspace,102143,Crawlspace,1.0
Walls,102144,Wall,0.96
Around windows,,,
All week,102271,All week,1.0
Weekday,102272,Weekday,1.0
Weekend,102273,Weekend,1.0
Saturday,102274,Saturday,1.0
Sunday,102275,Sunday,1.0
Holiday,102276,Holiday,1.0
Monday,102277,Monday,1.0
Tuesday,102278,Tuesday,1.0
Wednesday,102279,Wednesday,1.0
Thursday,102280,Thursday,1.0
Friday,102281,Friday,1.0
Business,102282,Business,1.0
Unoccupied,102284,Unoccupied,1.0
Sleeping,102285,Sleeping,1.0
Public access,102286,Public access,1.0
Setback,102287,Setback,1.0
Operating,102288,Operating,1.0
HVAC equipment,102289,HVAC equipment,1.0
Cooling equipment,102290,Cooling equipment,1.0
Heating equipment,102291,Heating equipment,1.0
Lighting,102303,Lighting,1.0
Cooking equipment,102293,Cooking equipment,1.0
Miscellaneous equipment,102294,Miscellaneous equipment,1.0
On-peak,102295,On peak,0.9238095238095239
Off-peak,102296,Off peak,0.9416666666666667
Super off-peak,102297,Super off peak,0.9714285714285714
Air Distribution,102299,Air distribution,0.975
Heating System,102300,Heating stove,0.9263736263736264
Cooling System,102301,Cooling,0.9
Other HVAC,,,
Cooking,102305,Cooking,1.0
Refrigeration,102306,Refrigeration,1.0
Dishwasher,102307,Dishwasher,1.0
Laundry,102308,Laundry,1.0
Motor,102311,Motor,1.0
Heat Recovery,102312,Heat recovery,0.9692307692307692
Ceiling,102315,Ceiling,1.0
Fenestration,102316,Fenestration,1.0
General Controls and Operations,,,
Critical IT System,,,
"On-Site Storage, Transmission, Generation",,,
Water Use,102325,Water,0.9111111111111111
Replace boiler,102327,Replace,0.9
Replace burner,102363,Replace,0.9
Decentralize boiler,,,
Insulate boiler room,,,
Add energy recovery,,,
Convert gas-fired unit to boiler loop,,,
Convert system from steam to hot water,,,
Clean and/or repair,,,
Implement training and/or documentation,,,
"Upgrade operating protocols, calibration, and/or sequencing",,,
Convert to Cleaner Fuels,,,
Install VSD on electric centrifugal chillers,,,
Replace chiller,,,
Install gas cooling,,,
Add or repair economizer cycle,,,
Add or replace cooling tower,,,
Add heat recovery,,,
Add or upgrade BAS/EMS/EMCS,,,
Add or upgrade controls,,,
Convert pneumatic controls to DDC,,,
Replace or modify AHU,,,
Improve distribution fans,,,
Improve ventilation fans,,,
Convert CV system to VAV system,,,
Repair leaks / seal ducts,,,
Add duct insulation,,,
Balance ventilation/distribution system,,,
Repair or replace HVAC damper and controller,,,
Replace package units,,,
Replace packaged terminal units,,,
Install passive solar heating,,,
Replace AC and heating units with ground coupled heat pump systems,,,
Add enhanced dehumidification,,,
Install solar ventilation preheating system,,,
Add or repair economizer,,,
Install thermal destratification fans,,,
Install demand control ventilation,,,
Install air source heat pump,,,
Install variable refrigerant flow system,,,
Capture and return condensate,,,
Install or Upgrade Master Venting,,,
Other heating,,,
Other cooling,,,
Other ventilation,,,
Other distribution,102386,Water distribution,0.9259259259259259
Retrofit with CFLs,,,
Retrofit with T-5,,,
Retrofit with T-8,,,
Install spectrally enhanced lighting,,,
Retrofit with fiber optic lighting technologies,,,
Retrofit with light emitting diode technologies,,,
Add daylight controls,,,
Add occupancy sensors,,,
Install photocell control,,,
Install timers,,,
Replace diffusers,,,
Upgrade exit signs to LED,,,
Upgrade exterior lighting,,,
Air seal envelope,,,
Increase wall insulation,,,
Insulate thermal bypasses,,,
Increase ceiling insulation,,,
Increase roof insulation,,,
Insulate attic hatch / stair box,,,
Add attic/knee wall insulation,,,
Install cool/green roof,,,
Add shading devices,,,
Add window films,,,
Install or replace solar screens,,,
Replace glazing,,,
Replace windows,,,
Increase floor insulation,,,
Insulate foundation,,,
Add pipe insulation,,,
Repair and/or replace steam traps,,,
"Retrofit and replace chiller plant pumping, piping, and controls",,,
Repair or replace existing condensate return systems or install new condensate return systems,,,
Add recirculating pumps,,,
Replace or upgrade water heater,,,
Install solar hot water system,,,
Separate SHW from heating,,,
Replace with higher efficiency pump,,,
Replace with variable speed pump,,,
Install or upgrade master venting,,,
Replace steam traps with orifice plates,,,
Install steam condensate heat recovery,,,
Add elevator regenerative drives,,,
Upgrade controls,,,
Upgrade motors,,,
Add drive controls,,,
Replace with higher efficiency,,,
Add VSD motor controller,,,
Replace ice/refrigeration equipment with high efficiency units,,,
Replace air-cooled ice/refrigeration equipment,,,
Replace refrigerators,,,
Install CHP/cogeneration systems,,,
Install fuel cells,,,
Install microturbines,,,
Convert fuels,,,
"Install landfill gas, wastewater treatment plant digester gas, or coal bed methane power plant",,,
Install photovoltaic system,,,
Install wind energy system,,,
Install wood waste or other organic waste stream heating or power plant,,,
Implement power factor corrections,,,
Implement power quality upgrades,,,
Upgrade transformers,,,
Install gas distribution systems,,,
Decrease SHW temperature,,,
Install SHW controls,,,
Install solar thermal SHW,,,
Install water pressure booster,,,
Insulate SHW piping,,,
Insulate SHW tank,,,
Replace piping,102491,Replace,0.9
Replace tankless coil,,,
Upgrade SHW boiler,,,
Install heat pump SHW system,,,
Install tankless water heaters,,,
Install low-flow faucets and showerheads,,,
Install low-flow plumbing equipment,,,
Install on-site sewer treatment systems,,,
Implement water efficient irrigation,,,
Install thermal energy storage,,,
Change to more favorable rate schedule,,,
Energy cost reduction through rate adjustments - uncategorized,102514,Energy cost reduction through rate adjustments,0.9483870967741936
Energy service billing and meter auditing recommendations,,,
Change to lower energy cost supplier(s),,,
Implement industrial process improvements,,,
Implement production and/or manufacturing improvements,,,
Install advanced metering systems,,,
Replace with ENERGY STAR rated,,,
Install plug load controls,,,
Automatic shutdown or sleep mode for computers,,,
